Category;ARP No.;Name;Time Signature;Length;Original Tempo;Note/Chord
DrPc;502;Montuno;4/4;4;100;
DrPc;503;BrazilSmba;4/4;4;96;
DrPc;504;Samba;4/4;4;120;
DrPc;505;Latin;4/4;4;120;
DrPc;506;Turkish1;4/4;2;105;
DrPc;507;Turkish2;4/4;2;105;
DrPc;508;Turkish3;4/4;2;105;
DrPc;509;Orchestra;4/4;4;102;
DrPc;510;1BarSlice;4/4;1;135;
DrPc;511;Linear;4/4;1;120;
Seq;512;AltRockN;4/4;4;100;N
Seq;513;R&BDiscoN;4/4;2;110;N
Seq;514;ChartR&BC;4/4;1;130;C
Seq;515;NewR&B1N;4/4;2;90;N
Seq;516;NewR&B2N;4/4;2;90;N
Seq;517;2BZ4U1;4/4;2;75;
Seq;518;2BZ4U2;4/4;2;75;
Seq;519;2BZ4U3;4/4;2;75;
Seq;520;2BZ4U4;4/4;2;75;
Seq;521;PepRally1;4/4;4;75;
Seq;522;PepRally2;4/4;4;75;
Seq;523;Ambient1N;4/4;4;102;N
Seq;524;Ambient2N;4/4;4;111;N
Seq;525;ChillOut1;4/4;4;79;
Seq;526;ChillOut2;4/4;2;79;
Seq;527;SynthPop1;4/4;1;90;
Seq;528;SynthPop2;4/4;1;90;
Seq;529;SynthPop3;4/4;1;90;
Seq;530;BigStep1N;4/4;2;116;N
Seq;531;BigStep2N;4/4;1;116;N
Seq;532;BigStep3N;4/4;2;116;N
Seq;533;BigStep4N;4/4;1;116;N
Seq;534;BrkBeats1N;4/4;4;115;N
Seq;535;BrkBeats2N;4/4;4;88;N
Seq;536;BrkBeats3N;4/4;1;88;N
Seq;537;Trance1N;4/4;8;135;N
Seq;538;Trance2N;4/4;2;140;N
Seq;539;Trance3N;4/4;3;140;N
Seq;540;Trance4;4/4;1;140;
Seq;541;Trance5;4/4;4;140;
Seq;542;Trance6;4/4;1;140;
Seq;543;Trance7;4/4;4;140;
Seq;544;PsycheSeqN;4/4;4;140;N
Seq;545;TrncPhras1;4/4;1;130;
Seq;546;TrncPhras2;4/4;1;130;
Seq;547;TrncPhras3;4/4;1;130;
Seq;548;TrncPhras4;4/4;1;130;
Seq;549;TrncPhras5;4/4;1;130;
Seq;550;TrncPhras6;4/4;1;130;
Seq;551;TrncPhras7;4/4;2;145;
Seq;552;TrncPhras8;4/4;1;145;
Seq;553;TrncPhrs1;4/4;2;145;
Seq;554;TrncPhrs2;4/4;1;145;
Seq;555;TrncPhrs3;4/4;1;145;
Seq;556;PsyPhras1N;4/4;1;143;N
Seq;557;PsyPhras2N;4/4;1;143;N
Seq;558;PsyPhras3N;4/4;2;143;N
Seq;559;PsyPhras4N;4/4;2;143;N
Seq;560;HyprTrnc1N;4/4;1;143;N
Seq;561;HyprTrnc2N;4/4;2;143;N
Seq;562;HyprTrnc3N;4/4;1;143;N
Seq;563;T-LineSeqN;4/4;1;140;N
Seq;564;DrmDance1;4/4;1;136;
Seq;565;DrmDance2;4/4;1;136;
Seq;566;Ibiza1;4/4;2;135;
Seq;567;Ibiza2;4/4;8;135;
Seq;568;Ibiza3N;4/4;2;135;N
Seq;569;Ibiza4N;4/4;2;135;N
Seq;570;Ibiza5N;4/4;2;135;N
Seq;571;Ibiza6N;4/4;2;135;N
Seq;572;RetroPop1;4/4;1;126;
Seq;573;RetroPop2;4/4;2;126;
Seq;574;TekPhrs1C;4/4;1;130;C
Seq;575;TekPhrs2C;4/4;1;130;C
Seq;576;TekPhrs3C;4/4;1;110;C
Seq;577;TekPhras1;4/4;2;120;
Seq;578;TekPhras2;4/4;2;120;
Seq;579;TeknoAttkN;4/4;2;143;N
Seq;580;AcidA1;4/4;2;127;
Seq;581;AcidA2;4/4;2;127;
Seq;582;AcidA3;4/4;2;127;
Seq;583;AcidB1;4/4;2;127;
Seq;584;AcidB2;4/4;2;127;
Seq;585;AcidC1;4/4;2;127;
Seq;586;AcidC2;4/4;2;127;
Seq;587;SynArp1;4/4;1;130;
Seq;588;SynArp2;4/4;2;130;
Seq;589;SynArp3;4/4;1;130;
Seq;590;SynArp4;4/4;1;130;
Seq;591;SynArp5;4/4;1;130;
Seq;592;SynArp6;4/4;1;124;
Seq;593;SynArp7;4/4;1;120;
Seq;594;SynArp8;4/4;1;130;
Seq;595;SynArp9;4/4;1;130;
Seq;596;SynArp10;4/4;2;130;
Seq;597;SynArp11;4/4;1;90;
Seq;598;SynArp12;4/4;2;124;
Seq;599;SynArp13;4/4;1;130;
Seq;600;SynArp14;4/4;1;130;
Seq;601;SynArp15;4/4;1;130;
Seq;602;SynArp16;4/4;1;90;
Seq;603;SynArp17;4/4;1;130;
Seq;604;SynArp18;4/4;1;120;
Seq;605;SynArp19;4/4;1;120;
Seq;606;SynArp20;4/4;1;124;
Seq;607;SynArp21;4/4;1;120;
Seq;608;SynArp22;4/4;1;120;
Seq;609;SynArp23;4/4;1;120;
Seq;610;SynArp24;4/4;1;120;
Seq;611;SynArp25;4/4;5;120;
Seq;612;Melody1;4/4;1;70;
Seq;613;Melody2;4/4;1;120;
Seq;614;Melody3;4/4;1;70;
Seq;615;Melody4;4/4;1;70;
Seq;616;Melody5;4/4;1;70;
Seq;617;Melody6;4/4;1;70;
Seq;618;Melody7;4/4;1;70;
Seq;619;Melody8;4/4;1;70;
Seq;620;Melody9;4/4;1;70;
Seq;621;Melody10;4/4;1;70;
Seq;622;Melody11;4/4;1;70;
Seq;623;Melody12;4/4;1;70;
Seq;624;Melody13;4/4;1;70;
Seq;625;Melody14;4/4;1;70;
Seq;626;Melody15;4/4;1;70;
Seq;627;Melody16;4/4;1;70;
Seq;628;Melody17;4/4;1;70;
Seq;629;SyPhrase1C;4/4;1;70;C
Seq;630;SyPhrase2C;4/4;1;70;C
Seq;631;SyPhrase3C;4/4;1;70;C
Seq;632;SyPhrase4C;4/4;1;70;C
Seq;633;SyPhrase5C;4/4;1;70;C
Seq;634;SyPhrase6C;4/4;1;70;C
Seq;635;SyPhrase7C;4/4;1;70;C
Seq;636;SyPhras1C;4/4;1;70;C
Seq;637;SyPhras2C;4/4;1;70;C
Seq;638;SyPhras3C;4/4;1;70;C
Seq;639;SyPhras4C;4/4;1;130;C
Seq;640;SyPhras5C;4/4;1;130;C
Seq;641;SyPhras6C;4/4;1;130;C
Seq;642;SyPhras7C;4/4;1;130;C
Seq;643;SyPhras8C;4/4;1;130;C
Seq;644;SyPhras9C;4/4;1;130;C
Seq;645;SyPhras10C;4/4;1;130;C
Seq;646;SyPhras11C;4/4;1;130;C
Seq;647;SyPhras12C;4/4;1;130;C
Seq;648;SyPhras13C;4/4;1;130;C
Seq;649;SyPhras14C;4/4;1;130;C
Seq;650;SyPhras15C;4/4;1;130;C
Seq;651;SyPhras16C;4/4;1;130;C
Seq;652;SyPhras17C;4/4;1;130;C
Seq;653;SyPhras18C;4/4;1;130;C
Seq;654;SyPhras19C;4/4;1;140;C
Seq;655;SyPhras20C;4/4;1;130;C
Seq;656;SyPhras21C;4/4;1;130;C
Seq;657;SyPhras22C;4/4;1;130;C
Seq;658;SyPhras23C;4/4;1;130;C
Seq;659;SyPhras24C;4/4;1;140;C
Seq;660;SyPhras25C;4/4;1;136;C
Seq;661;SyPhras26C;4/4;1;136;C
Seq;662;SyPhras27C;4/4;1;130;C
Seq;663;SyPhras28C;4/4;1;130;C
Seq;664;SyPhras29C;4/4;1;138;C
Seq;665;Electro1;4/4;1;130;
Seq;666;Electro2;4/4;1;130;
Seq;667;Electro3;4/4;1;130;
Seq;668;Electro4;4/4;1;130;
Seq;669;Electro5;4/4;1;130;
Seq;670;Electro6;4/4;1;130;
Seq;671;Electro7;4/4;1;130;
Seq;672;Electro8;4/4;1;130;
Seq;673;Electro9;4/4;1;130;
Seq;674;Electro10;4/4;1;130;
Seq;675;Electro11;4/4;1;130;
Seq;676;CompuBass1;4/4;1;130;
Seq;677;CompuBass2;4/4;1;130;
Seq;678;DigiSeqN;4/4;2;106;N
Seq;679;DigySeq1N;4/4;4;135;N
Seq;680;DigySeq2N;4/4;2;135;N
Seq;681;DigySeq3N;4/4;2;135;N
Seq;682;SeqS&H1;4/4;4;120;
Seq;683;SeqS&H2;4/4;4;120;
Seq;684;PolyArp1;4/4;1;120;
Seq;685;PolyArp2;4/4;1;120;
Seq;686;Bees1;4/4;1;118;
Seq;687;Bees2;4/4;1;118;
Seq;688;Syncopa;4/4;2;120;
Seq;689;SuperArp;4/4;2;120;
Seq;690;SpaceArp;4/4;2;120;
Seq;691;StepLine;4/4;1;120;
Seq;692;AnaSeq;4/4;1;120;
Seq;693;Ascorbic;4/4;1;150;
Seq;694;Beeperz;4/4;2;104;
Seq;695;Doves;4/4;1;150;
Seq;696;Hardcore;4/4;3;150;
Seq;697;Harmo;4/4;1;150;
Seq;698;Lamb;4/4;1;125;
Seq;699;Ocean;4/4;1;120;
Seq;700;Orbit;4/4;1;140;
Seq;701;Pitzy;4/4;1;105;
Seq;702;PolyDance;4/4;1;120;
Seq;703;Popcorn;4/4;1;120;
Seq;704;PulsLine;4/4;2;120;
Seq;705;Simple1;4/4;2;150;
Seq;706;SplitArp;4/4;1;120;
Seq;707;SycopaEcho;4/4;2;120;
Seq;708;TekBubble;4/4;1;128;
Seq;709;Waggle;4/4;1;140;
Seq;710;LatinHouse;4/4;2;138;
Seq;711;UpOct1;4/4;1;120;
Seq;712;UpOct2;4/4;1;120;
Seq;713;UpOct3;4/4;1;120;
Seq;714;UpOct4;4/4;1;120;
Seq;715;DownOct1;4/4;1;120;
Seq;716;DownOct2;4/4;1;120;
Seq;717;DownOct3;4/4;1;120;
Seq;718;DownOct4;4/4;1;120;
Seq;719;U/DAOct1;4/4;1;120;
Seq;720;U/DAOct2;4/4;1;120;
Seq;721;U/DAOct3;4/4;1;120;
Seq;722;U/DAOct4;4/4;1;120;
Seq;723;U/DBOct1;4/4;1;120;
Seq;724;U/DBOct2;4/4;1;120;
Seq;725;U/DBOct3;4/4;1;120;
Seq;726;U/DBOct4;4/4;1;120;
Seq;727;RandomOct1;4/4;1;120;
Seq;728;RandomOct2;4/4;1;120;
Seq;729;RandomOct3;4/4;1;120;
Seq;730;RandomOct4;4/4;1;120;
Seq;731;Oct2Up;4/4;1;120;
Seq;732;Oct4Up;4/4;1;120;
Seq;733;UnisonUp;4/4;1;120;
Seq;734;Up&Alt;4/4;1;120;
Seq;735;Up&Down1;4/4;1;120;
Seq;736;Up&Down2;4/4;1;120;
Seq;737;Up&Down3;4/4;1;120;
Seq;738;Up&Down4;4/4;1;120;
Seq;739;Up&Random1;4/4;1;120;
Seq;740;Up&Random2;4/4;1;120;
Seq;741;Up&Random3;4/4;1;120;
Seq;742;Up&Random4;4/4;1;120;
Seq;743;OctSeq1;4/4;1;130;
Seq;744;OctSeq2;4/4;1;130;
Seq;745;OctSeq3;4/4;1;130;
Seq;746;OctSeq4;4/4;1;130;
Seq;747;OctSeq5;4/4;1;130;
Seq;748;OctSeq6;4/4;1;90;
Seq;749;OctSeq7;4/4;1;90;
Seq;750;OctSeq8;4/4;1;90;
Seq;751;RandomSeq1;4/4;1;90;
Seq;752;RandomSeq2;4/4;1;90;
Seq;753;RandomSeq3;4/4;1;90;
Seq;754;RndmNotes;4/4;1;70;
Seq;755;VelGruv1;4/4;1;134;
Seq;756;VelGruv2;4/4;1;134;
Seq;757;X-Sweep1;4/4;1;140;
Seq;758;X-Sweep2;4/4;1;140;
Seq;759;X-Sweep3;4/4;1;140;
Seq;760;Simple2;4/4;1;130;
Seq;761;Simple3;4/4;1;130;
Seq;762;Simple4;4/4;1;130;
Seq;763;Simple5;4/4;1;130;
Seq;764;Simple6;4/4;1;130;
Seq;765;Basic1;4/4;1;130;
Seq;766;Basic2;4/4;1;130;
Seq;767;FifthSQ1;4/4;1;130;
Seq;768;FifthSQ2;4/4;1;130;
Seq;769;FifthSQ3;4/4;1;130;
Seq;770;FifthSQ4;4/4;1;130;
Seq;771;FifthSQ5;4/4;1;130;
Seq;772;MuteArp1;4/4;1;120;
Seq;773;MuteArp2;4/4;1;120;
Seq;774;MuteLine;4/4;1;134;
Seq;775;Chodal;4/4;2;150;
Seq;776;Wavtbl16th;4/4;1;90;
Chd;777;FunkyChop;4/4;1;120;
Chd;778;ChillOut;4/4;2;79;
Chd;779;ChillChrd1;4/4;1;90;
Chd;780;ChillChrd2;4/4;1;90;
Chd;781;ChillChrd3;4/4;1;90;
Chd;782;TranceRtm;4/4;4;140;
Chd;783;TranceStab;4/4;2;140;
Chd;784;DreamDance;4/4;2;136;
Chd;785;Ibiza1;4/4;1;135;
Chd;786;Ibiza2;4/4;2;135;
Chd;787;Ibiza3;4/4;2;135;
Chd;788;Garage1;4/4;2;127;
Chd;789;Garage2;4/4;2;127;
Chd;790;Syncopa;4/4;2;120;
Chd;791;TekEcho;4/4;2;120;
Chd;792;Fugue;4/4;2;120;
Chd;793;Rosync;4/4;1;120;
Chd;794;Synclavk;4/4;2;140;
Chd;795;HiFive;4/4;1;118;
Chd;796;SynChord1;4/4;1;130;
Chd;797;SynChord2;4/4;1;90;
Chd;798;SynChord3;4/4;1;130;
Chd;799;SynChord4;4/4;1;130;
Chd;800;SynChord5;4/4;1;90;
Chd;801;SynChord6;4/4;1;116;
Chd;802;SynChord7;4/4;4;130;
Chd;803;SynChord8;4/4;1;124;
Chd;804;SynChord9;4/4;2;130;
Chd;805;BassChord1;4/4;2;130;
Chd;806;BassChord2;4/4;1;130;
Chd;807;BassChord3;4/4;1;130;
Chd;808;BassChord4;4/4;1;130;
Chd;809;BassChord5;4/4;1;130;
Chd;810;BassChord6;4/4;1;130;
Chd;811;BassChord7;4/4;2;130;
Chd;812;BassChord8;4/4;1;130;
Chd;813;ChordAltB1;4/4;1;120;
Chd;814;ChordAltB2;4/4;1;120;
Chd;815;ChrdRandm1;4/4;1;120;
Chd;816;ChrdRandm2;4/4;1;120;
Hybr;817;Hybrid1;4/4;1;130;
Hybr;818;Hybrid2;4/4;1;130;
Hybr;819;Hybrid3;4/4;1;130;
Hybr;820;Hybrid4;4/4;1;130;
Hybr;821;Hybrid5;4/4;1;95;
Hybr;822;Hybrid6;4/4;1;130;
Hybr;823;Hybrid7;4/4;1;130;
Hybr;824;Hybrid8;4/4;1;90;
Hybr;825;Hybrid9;4/4;1;130;
Hybr;826;Hybrid10;4/4;1;130;
Hybr;827;Hybrid11;4/4;1;130;
Hybr;828;Hybrid12;4/4;1;90;
Hybr;829;Hybrid13;4/4;1;130;
Hybr;830;Hybrid14;4/4;1;130;
Hybr;831;Hybrid15;4/4;1;130;
Hybr;832;Hybrid16;4/4;1;106;
Hybr;833;Hybrid17;4/4;1;130;
Hybr;834;Hybrid18;4/4;1;110;
Hybr;835;Hybrid19;4/4;1;100;
Hybr;836;Hybrid20;4/4;1;116;
Hybr;837;Hybrid21;4/4;1;130;
Hybr;838;Hybrid22;4/4;1;130;
Hybr;839;Hybrid23;4/4;1;120;
Hybr;840;Hybrid24;4/4;1;100;
Hybr;841;Hybrid25;4/4;1;138;
Hybr;842;Hybrid26;4/4;1;130;
Hybr;843;Hybrid27;4/4;1;130;
Hybr;844;Hybrid28;4/4;1;96;
Hybr;845;Parade;4/4;2;120;
Hybr;846;SynPopComb;4/4;4;90;
Hybr;847;TrancyN;4/4;1;140;N
Hybr;848;2ZCombSQ1;4/4;1;90;
Hybr;849;2ZCombSQ2;4/4;1;130;
Hybr;850;2ZCombSQ3;4/4;2;130;
Hybr;851;2ZCombSQ4;4/4;2;130;
Hybr;852;2ZCombSQ5;4/4;1;130;
Hybr;853;2ZCombSQ6;4/4;1;70;
Hybr;854;2ZCombSQ7;4/4;2;130;
Hybr;855;2ZCombSQ8;4/4;2;70;
Hybr;856;2ZCombSQ9;4/4;1;70;
Hybr;857;2ZCombSQ10;4/4;1;70;
Hybr;858;2ZCombSQ11;4/4;2;90;
Hybr;859;4ZHybVel1;4/4;1;96;
Hybr;860;4ZHybVel2;4/4;1;96;
Hybr;861;4ZHybVel3;4/4;1;96;
Hybr;862;4ZHybVel4;4/4;1;96;
Hybr;863;4ZHybVel5;4/4;1;96;
Hybr;864;4ZHybVel6;4/4;1;96;
Hybr;865;4ZHybVel7;4/4;1;96;
Hybr;866;4ZHybVel8;4/4;2;120;
Hybr;867;4ZHybVel9;4/4;2;120;
Hybr;868;4ZHybVel10;4/4;2;120;
Hybr;869;4ZHybVel11;4/4;2;120;
Hybr;870;4ZHybVel12;4/4;2;120;
Hybr;871;4Zone1A;4/4;2;130;
Hybr;872;4Zone1B;4/4;2;130;
Hybr;873;4Zone2A;4/4;1;130;
Hybr;874;4Zone2B;4/4;1;130;
Hybr;875;4Zone2C;4/4;1;130;
Hybr;876;4Zone2D;4/4;1;130;
Hybr;877;4Zone3A;4/4;1;70;
Hybr;878;4Zone3B;4/4;1;94;
Hybr;879;4Zone3C;4/4;1;94;
Hybr;880;4Zone4A;4/4;1;70;
Hybr;881;4Zone5A;4/4;1;70;
Hybr;882;4Zone5B;4/4;1;70;
Hybr;883;4ZHybPrc1;4/4;1;130;
Hybr;884;4ZHybPrc2;4/4;1;130;
Hybr;885;4ZHybPrc3;4/4;1;130;
Hybr;886;4ZHybPrc4;4/4;1;130;
Hybr;887;4ZHybPrc5;4/4;1;130;
Hybr;888;4ZHybPrc6;4/4;1;130;
Hybr;889;4ZHybPrc7;4/4;1;130;
Hybr;890;4ZHybPrc8;4/4;1;90;
Hybr;891;4ZHybPrc9;4/4;1;90;
Hybr;892;4ZHybPrc10;4/4;1;90;
Hybr;893;4Z_Ice1;1/4;8;130;
Hybr;894;4Z_Ice2;1/4;8;130;
Hybr;895;4Z_Ice3;1/4;8;130;
Hybr;896;4Z_Ice4;1/4;8;130;
Hybr;897;4Z_Ice5N;1/4;8;130;N
Hybr;898;4Z_Ice6N;1/4;4;140;N
Hybr;899;4Z_Ice7;1/4;4;140;
Hybr;900;RndmBeat1;4/4;8;90;
Hybr;901;RndmBeat2;4/4;8;90;
Hybr;902;8ZoneArpH1;4/4;2;112;
Hybr;903;8ZoneArpH2;4/4;2;112;
Hybr;904;8ZoneArp1;4/4;1;112;
Hybr;905;8ZoneArp2;4/4;1;112;
Hybr;906;8ZoneArp3;4/4;1;140;
Hybr;907;PadLSeqL1;4/4;2;108;
Hybr;908;PadLSeqL2;4/4;2;104;
Hybr;909;PadLSeqL3;4/4;2;104;
Hybr;910;PadLSeqL4;4/4;2;104;
Hybr;911;PadLSeqL5;4/4;1;108;
Hybr;912;PadLSeqL6;4/4;2;90;
Hybr;913;PadLSeqL7;4/4;1;90;
Hybr;914;PadLSeqL8;4/4;1;90;
Hybr;915;PadLSeqL9;4/4;1;145;
Hybr;916;PadLSeqL10;4/4;1;90;
Hybr;917;PadHSeq1;4/4;1;70;
Hybr;918;PadHSeq2;4/4;1;70;
Hybr;919;PadHSeq3;4/4;1;70;
Hybr;920;PadHSeq4;4/4;1;90;
Hybr;921;PadHSeq5;4/4;1;124;
Hybr;922;PadHSeq6;4/4;1;56;
Hybr;923;PadHSeq7;4/4;2;145;
Hybr;924;PadHSeq8;4/4;1;145;
Hybr;925;PadHSeq9;4/4;2;145;
Hybr;926;PadHSeq10;4/4;2;145;
Hybr;927;PadHSeq11;4/4;1;145;
Hybr;928;PadHSeq12;4/4;1;145;
Ctrl;929;GateCut1;4/4;4;120;(CC#10,71,74)
Ctrl;930;GateCut2;4/4;1;120;(CC#74)
Ctrl;931;CC-Dive1;4/4;4;130;(CC#71,74)
Ctrl;932;CC-Dive2;4/4;2;130;(CC#71,74)
Ctrl;933;FltrWave1;4/4;4;105;(CC#71,74)
Ctrl;934;FltrWave2;4/4;4;105;(CC#71,74)
Ctrl;935;FltrFill1;4/4;1;153;(CC#74)
Ctrl;936;FltrFill2;4/4;1;153;(CC#74)
Ctrl;937;HipHop1;4/4;2;94;(CC#71,74)
Ctrl;938;ChillOut;4/4;2;79;(CC#74)
Ctrl;939;ClubHouse;4/4;2;128;(CC#71,74)
Ctrl;940;Garage;4/4;1;127;(CC#74)
Ctrl;941;GateL1;4/4;1;134;(CC#11)
Ctrl;942;GateL2;4/4;1;134;(CC#11)
Ctrl;943;GateL3;4/4;1;134;(CC#11)
Ctrl;944;GateL4;4/4;1;134;(CC#11)
Ctrl;945;GateL5;4/4;1;134;(CC#11)
Ctrl;946;GateL6;4/4;1;134;(CC#11)
Ctrl;947;GateL7;4/4;1;134;(CC#11)
Ctrl;948;GateL8;4/4;1;134;(CC#11)
Ctrl;949;GateL9;4/4;1;134;(CC#11)
Ctrl;950;GateL10;4/4;1;134;(CC#11)
Ctrl;951;GateL11;4/4;1;134;(CC#11)
Ctrl;952;GateL12;4/4;1;134;(CC#11)
Ctrl;953;GateL13;4/4;1;134;(CC#11)
Ctrl;954;GateM1;4/4;1;134;(CC#11)
Ctrl;955;GateM2;4/4;1;134;(CC#11)
Ctrl;956;GateM3;4/4;1;134;(CC#11)
Ctrl;957;GateM4;4/4;1;134;(CC#11)
Ctrl;958;GateM5;4/4;1;134;(CC#11)
Ctrl;959;GateM6;4/4;1;134;(CC#11)
Ctrl;960;GateM7;4/4;1;134;(CC#11)
Ctrl;961;GateM8;4/4;1;134;(CC#11)
Ctrl;962;GateM9;4/4;1;134;(CC#11)
Ctrl;963;GateM10;4/4;1;134;(CC#11)
Ctrl;964;GateM11;4/4;1;134;(CC#11)
Ctrl;965;GateM12;4/4;1;134;(CC#11)
Ctrl;966;GateM13;4/4;1;134;(CC#11)
Ctrl;967;GateS1;4/4;1;134;(CC#11)
Ctrl;968;GateS2;4/4;1;134;(CC#11)
Ctrl;969;GateS3;4/4;1;134;(CC#11)
Ctrl;970;GateS4;4/4;1;134;(CC#11)
Ctrl;971;GateS5;4/4;1;134;(CC#11)
Ctrl;972;GateS6;4/4;1;134;(CC#11)
Ctrl;973;GateS7;4/4;1;134;(CC#11)
Ctrl;974;GateS8;4/4;1;134;(CC#11)
Ctrl;975;GateS9;4/4;1;134;(CC#11)
Ctrl;976;GateS10;4/4;1;134;(CC#11)
Ctrl;977;GateS11;4/4;1;134;(CC#11)
Ctrl;978;GateS12;4/4;1;134;(CC#11)
Ctrl;979;GateS13;4/4;1;134;(CC#11)
Ctrl;980;GateS14;4/4;1;134;(CC#11)
Ctrl;981;GateS15;4/4;1;134;(CC#11)
Ctrl;982;LevSawDown;4/4;1;90;(CC#11)
Ctrl;983;SlcePhras1;4/4;1;153;(CC#11)
Ctrl;984;SlcePhras2;4/4;1;153;(CC#11)
Ctrl;985;PanEfx8+LR;4/4;1;153;(CC#10)
Ctrl;986;HipHop2;4/4;2;94;(CC#10)
Ctrl;987;ModControl;4/4;4;64;(CC#1)
Ctrl;988;ModCntrllU;4/4;4;90;(CC#1)
Ctrl;989;BottlDwVib;4/4;4;120;(PB,PB,Range=12)
Ctrl;990;ThrobFx;4/4;4;100;(PB,PB,Range=24)
Ctrl;991;PtchEffect;4/4;1;153;(PB,PB,Range=24)
Ctrl;992;AS1Env1;4/4;1;90;(CC#16)
Ctrl;993;AS1Env2;4/4;1;90;(CC#16)
Ctrl;994;AS1Tri+1;4/4;1;150;(CC#16)
Ctrl;995;AS1Up+1;4/4;1;90;(CC#16)
Ctrl;996;AS2Env;4/4;1;90;(CC#17)
Ctrl;997;AS2Tri+1;4/4;1;90;(CC#17)
Ctrl;998;AS2TriF;4/4;4;90;(CC#17)
Ctrl;999;AS2SawDw;4/4;1;90;(CC#17)
